emp_no,salary
64758,67199
64759,40000
64760,76045
64761,48160
64762,58065
64763,40000
64764,40000
64765,40000
64766,66053
64767,40000
64768,40000
64769,59717
64770,67490
64771,50640
64772,70988
64773,51647
64774,40000
64775,40000
64776,54287
64777,62012
64778,40000
64779,99136
64780,61861
64781,53959
64782,42918
64783,61534
64784,40000
64785,44638
64786,40000
64787,40000
64788,41265
64789,40000
64790,59783
64791,95024
64792,68333
64793,49263
64794,57686
64795,40000
64796,66457
64797,40000
64798,50213
64799,53486
64800,55822
64801,49519
64802,49987
64803,40000
64804,51883
64805,69354
64806,78577
64807,40028
64808,55059
64809,57356
64810,52683
64811,58319
64812,43456
64813,96317
64814,49134
64815,50883
64816,50784
64817,63663
64818,56363
64819,40000
64820,67780
64821,49366
64822,40000
64823,62007
64824,40000
64825,40000
64826,40000
64827,49819
64828,61091
64829,40000
64830,40000
64831,41814
64832,66423
64833,40000
64834,91143
64835,40000
64836,52611
64837,58887
64838,87572
64839,72201
64840,57327
64841,62485
64842,40000
64843,40000
64844,40840
64845,65711
64846,57907
64847,63654
64848,60137
64849,42874
64850,53115
64851,45559
64852,65516
64853,47457
64854,80506
64855,50041
64856,65825
64857,53799
64858,40000
64859,40146
64860,95250
64861,60004
64862,49360
64863,40000
64864,48000
64865,40000
64866,40000
64867,40000
64868,83950
64869,44163
64870,69043
64871,54196
64872,40000
64873,59218
64874,41455
64875,40000
64876,40312
64877,91496
64878,40000
64879,40000
64880,50374
64881,46305
64882,77872
64883,46682
64884,40000
64885,58875
64886,45930
64887,40000
64888,40000
64889,64245
64890,40000
64891,59501
64892,47220
64893,65346
64894,49307
64895,40000
64896,40000
64897,72619
64898,40000
64899,69498
64900,46703
64901,61345
64902,86642
64903,77164
64904,41045
64905,40000
64906,48728
64907,45946
64908,62542
64909,76673
64910,52920
64911,73782
64912,54478
64913,79697
64914,40000
64915,55060
64916,65245
64917,40000
64918,40000
64919,40000
64920,74566
64921,40000
64922,72540
64923,40000
64924,40000
64925,40000
64926,40000
64927,40000
64928,40000
64929,91083
64930,84640
64931,79823
64932,75572
64933,68525
64934,91723
64935,50046
64936,60316
64937,40603
64938,60762
64939,40000
64940,40000
64941,40000
64942,65908
64943,54444
64944,83367
64945,41332
64946,40000
64947,45731
64948,40000
64949,40000
64950,45670
64951,85268
64952,49092
64953,69425
64954,62462
64955,49158
64956,53299
64957,40000
64958,105859
64959,40000
64960,63785
64961,56913
64962,69580
64963,40000
64964,40000
64965,68822
64966,46400
64967,63884
64968,40000
64969,40000
64970,72372
64971,83601
64972,40000
64973,40000
64974,40000
64975,43848
64976,40000
64977,40000
64978,40000
64979,54493
64980,40000
64981,40000
64982,54426
64983,70948
64984,40000
64985,50361
64986,40000
64987,54555
64988,50963
64989,78964
64990,55688
64991,40000
64992,40000
64993,69060
64994,40000
64995,40000
64996,46079
64997,81367
64998,89540
64999,82869
65000,43065
65001,52698
65002,45248
65003,68426
65004,40000
65005,75668
65006,73876
65007,40000
65008,49626
65009,51279
65010,40000
65011,40000
65012,68277
65013,54474
65014,58200
65015,40000
65016,43501
65017,59915
65018,65991
65019,71486
65020,40000
65021,44217
65022,43585
65023,40000
65024,51665
65025,52976
65026,56228
65027,40000
65028,89389
65029,40000
65030,43728
65031,40000
65032,40000
65033,48265
65034,54780
65035,40000
65036,66468
65037,40000
65038,40000
65039,80698
65040,51661
65041,44994
65042,61503
65043,40577
65044,53909
65045,44054
65046,45621
65047,67418
65048,45054
65049,57706
65050,48361
65051,54347
65052,40000
65053,40000
65054,40000
65055,51579
65056,49893
65057,40000
65058,63253
65059,53912
65060,47630
65061,40000
65062,66043
65063,40000
65064,54074
65065,75921
65066,45818
65067,55078
65068,43658
65069,53847
65070,40000
65071,55082
65072,54987
65073,45773
65074,66234
65075,63927
65076,40000
65077,101227
65078,49418
65079,40000
65080,70356
65081,68248
65082,40000
65083,78346
65084,40000
65085,49965
65086,64302
65087,54118
65088,50267
65089,82676
65090,43917
65091,62516
65092,40000
65093,40000
65094,48489
65095,83771
65096,61380
65097,79554
65098,40000
65099,72325
65100,49875
65101,77501
65102,40000
65103,86405
65104,61010
65105,49527
65106,40000
65107,97713
65108,40000
65109,45176
65110,46938
65111,47736
65112,48749
65113,52175
65114,40000
65115,40000
65116,51708
65117,46088
65118,67629
65119,40965
65120,57022
65121,85650
65122,49111
65123,47046
65124,41132
65125,47535
65126,40000
65127,52623
65128,40000
65129,40000
65130,40000
65131,101208
65132,77375
65133,58847
65134,74117
65135,53615
65136,60130
65137,100177
65138,55968
65139,42282
65140,51238
65141,73455
65142,40693
65143,41748
65144,63968
65145,40000
65146,40000
65147,92647
65148,83876
65149,51378
65150,70753
65151,61975
65152,80514
65153,40000
65154,47613
65155,40000
65156,65921
65157,65309
65158,59057
65159,40000
65160,61860
65161,45987
65162,40000
65163,47724
65164,41265
65165,58068
65166,44464
65167,65330
65168,40000
65169,46831
65170,42392
65171,71349
65172,40000
65173,75674
65174,40000
65175,82159
65176,42589
65177,40000
65178,40000
65179,40000
65180,46264
65181,47052
65182,58711
65183,67005
65184,45571
65185,51454
65186,59053
65187,40000
65188,43363
65189,76457
65190,58112
65191,65469
65192,50796
65193,40000
65194,40000
65195,67288
65196,48199
65197,43549
65198,40000
65199,78239
65200,67182
65201,42683
65202,44977
65203,50595
65204,40000
65205,54552
65206,50847
65207,61331
65208,40000
65209,53879
65210,59941
65211,75235
65212,78440
65213,54138
65214,40000
65215,57902
65216,40000
65217,41061
65218,40000
65219,66845
65220,56409
65221,61265
65222,69503
65223,40000
65224,66969
65225,68972
65226,53156
65227,59455
65228,44749
65229,40000
65230,40000
65231,64654
65232,59250
65233,43689
65234,45234
65235,49443
65236,40000
65237,41944
65238,41486
65239,62235
65240,40000
65241,40000
65242,40000
65243,55547
65244,50293
65245,44159
65246,78110
65247,76743
65248,40000
65249,47257
65250,48361
65251,43975
65252,54004
65253,40000
65254,40000
65255,40000
65256,69664
65257,53198
65258,64781
65259,40000
65260,40000
65261,40000
65262,53992
65263,40000
65264,49593
65265,40000
65266,40000
65267,84568
65268,41586
65269,40000
65270,40000
65271,73408
65272,48594
65273,40000
65274,40127
65275,52810
65276,80446
65277,81135
65278,47592
65279,62190
65280,79785
65281,40000
65282,40000
65283,47288
65284,51672
65285,40000
65286,78817
65287,40000
65288,43172
65289,48209
65290,60156
65291,63813
65292,43542
65293,49752
65294,40000
65295,50574
65296,40000
65297,41936
65298,60176
65299,40493
65300,40000
65301,89355
65302,60364
65303,52849
65304,57490
65305,63214
65306,65556
65307,40000
65308,40000
65309,61493
65310,45305
65311,58664
65312,46336
65313,62098
65314,41917
65315,40000
65316,40000
65317,50644
65318,54506
65319,67464
65320,40000
65321,68899
65322,78948
65323,52702
65324,73059
65325,80615
65326,40000
65327,51977
65328,40000
65329,81371
65330,48810
65331,56299
65332,47843
65333,58370
65334,40869
65335,58585
65336,40000
65337,40000
65338,49442
65339,69026
65340,63840
65341,61090
65342,65272
65343,56564
65344,72421
65345,57734
65346,69655
65347,40753
65348,56408
65349,65558
65350,43104
65351,75487
65352,81120
65353,61390
65354,40000
65355,40000
65356,44977
65357,69444
65358,40000
65359,40000
65360,65236
65361,50825
65362,76953
65363,59852
65364,71801
65365,51297
65366,40000
65367,54705
65368,40000
65369,40000
65370,66555
65371,82020
65372,72587
65373,40000
65374,40000
65375,40000
65376,64863
65377,52047
65378,77623
65379,40000
65380,40000
65381,84743
65382,52794
65383,90139
65384,40000
65385,44091
65386,62440
65387,40537
65388,54274
65389,55555
65390,46759
65391,54421
65392,68719
65393,40000
65394,80932
65395,58453
65396,74501
65397,63249
65398,47138
65399,80081
65400,61133
65401,56539
65402,40445
65403,40000
65404,59841
65405,73145
65406,41752
65407,65414
65408,81253
65409,40000
65410,56225
65411,49834
65412,40000
65413,40000
65414,95180
65415,40000
65416,45384
65417,40000
65418,40000
65419,40000
65420,40000
65421,48442
65422,63286
65423,40000
65424,50903
65425,51406
65426,57287
65427,46784
65428,82991
65429,40000
65430,55374
65431,58976
65432,56708
65433,57116
65434,63100
65435,40000
65436,46110
65437,47739
65438,54990
65439,57088
65440,41458
65441,40000
65442,40000
65443,40000
65444,41752
65445,71474
65446,58717
65447,40000
65448,80004
65449,54114
65450,75772
65451,40000
65452,62679
65453,40000
65454,65683
65455,49988
65456,64056
65457,40000
65458,53712
65459,79954
65460,40000
65461,43140
65462,40000
65463,45564
65464,40000
65465,40000
65466,49422
65467,63543
65468,40000
65469,52340
65470,40000
65471,40000
65472,51399
65473,64834
65474,89422
65475,61111
65476,40000
65477,42372
65478,68064
65479,56060
65480,46713
65481,40000
65482,61211
65483,65648
65484,40000
65485,99037
65486,40000
65487,54436
65488,40519
65489,40000
65490,52904
65491,93454
65492,84876
65493,57217
65494,54472
65495,40000
65496,53024
65497,40000
65498,54401
65499,51813
65500,69655
65501,50195
65502,40000
65503,40000
65504,72166
65505,46241
65506,49945
65507,67494
65508,40000
65509,67254
65510,52862
65511,61931
65512,69366
65513,40000
65514,78459
65515,58807
65516,66610
65517,40000
65518,99748
65519,40000
65520,59210
65521,40000
65522,58468
65523,45024
65524,40000
65525,89176
65526,40000
65527,89262
65528,56188
65529,75939
65530,40000
65531,40414
65532,45800
65533,40000
65534,40000
65535,40000
65536,65393
65537,55562
65538,40000
65539,60784
65540,40000
65541,55564
65542,58681
65543,40000
65544,76423
65545,62523
65546,45693
65547,71073
65548,47640
65549,52132
65550,40344
65551,40000
65552,52768
65553,40000
65554,53608
65555,44819
65556,58642
65557,40000
65558,40000
65559,65401
65560,87086
65561,40000
65562,60047
65563,43795
65564,49269
65565,51515
65566,67677
65567,40000
65568,44039
65569,53205
65570,40000
65571,58932
65572,43575
65573,54909
65574,50204
65575,58488
65576,40590
65577,46780
65578,40000
65579,55323
65580,62836
65581,76911
65582,45041
65583,72824
65584,67730
65585,55431
65586,43389
65587,68982
65588,46814
65589,40000
65590,84922
65591,75201
65592,46979
65593,64784
65594,40000
65595,51388
65596,44609
65597,40000
65598,49222
65599,61010
65600,68397
65601,76334
65602,50419
65603,40000
65604,48007
65605,44011
65606,55471
65607,65083
65608,40000
65609,40000
65610,40000
65611,50031
65612,49017
65613,55166
65614,61889
65615,40000
65616,43470
65617,40000
65618,40000
65619,40705
65620,77347
65621,40000
65622,40000
65623,41873
65624,42569
65625,53988
65626,40000
65627,63323
65628,40000
65629,40000
65630,68329
65631,52770
65632,68905
65633,50225
65634,40000
65635,96932
65636,40000
65637,40000
65638,42929
65639,58375
65640,73932
65641,40000
65642,53079
65643,40000
65644,56981
65645,78059
65646,52157
65647,45079
65648,72315
65649,50269
65650,51926
65651,76961
65652,40000
65653,40000
65654,76186
65655,40000
65656,59373
65657,74120
65658,40369
65659,40000
65660,40000
65661,40000
65662,84068
65663,50166
65664,58311
65665,66596
65666,63778
65667,42192
65668,47488
65669,51364
65670,40945
65671,66379
65672,50493
65673,40000
65674,64477
65675,40000
65676,40000
65677,43263
65678,66238
65679,47566
65680,45140
65681,48974
65682,40000
65683,41169
65684,58202
65685,40917
65686,49091
65687,40000
65688,57265
65689,50900
65690,40000
65691,60951
65692,46211
65693,40000
65694,46403
65695,54550
65696,63781
65697,42032
65698,40000
65699,65456
65700,49103
65701,40000
65702,40000
65703,44751
65704,40000
65705,40000
65706,40000
65707,40000
65708,54121
65709,41403
65710,47717
65711,46032
65712,41072
65713,40000
65714,40000
65715,47221
65716,40000
65717,43859
65718,40096
65719,42585
65720,59725
65721,56679
65722,55253
65723,48710
65724,71202
65725,87709
65726,40000
65727,50282
65728,40000
65729,52794
65730,46837
65731,58824
65732,40000
65733,87798
65734,40000
65735,40000
65736,76277
65737,74804
65738,40000
65739,46505
65740,76120
65741,86101
65742,40000
65743,55836
65744,64531
65745,50320
65746,72739
65747,64043
65748,46636
65749,45801
65750,43587
65751,40000
65752,43286
65753,45661
65754,44493
65755,43983
65756,40000
65757,61155
65758,42943
65759,40000
65760,49196
65761,40000
65762,40000
65763,55052
65764,46557
65765,58353
65766,40000
65767,75051
65768,40000
65769,43732
65770,40000
65771,40000
65772,54003
65773,50030
65774,61258
65775,40000
65776,43536
65777,40000
65778,48889
65779,80188
65780,47198
65781,68051
65782,52222
65783,58245
65784,50250
65785,42761
65786,48372
65787,66634
65788,40000
65789,47407
65790,40000
65791,40000
65792,100439
65793,49418
65794,47540
65795,65872
65796,40000
65797,100997
65798,50606
65799,51282
65800,40000
65801,40000
65802,67753
65803,40000
65804,40000
65805,62385
65806,40000
65807,46313
65808,57424
65809,48940
65810,43626
65811,44042
65812,40000
65813,104824
65814,64564
65815,52903
65816,40000
65817,40000
65818,53023
65819,94232
65820,42928
65821,52312
65822,77256
65823,49275
65824,70187
65825,40000
65826,40000
65827,40000
65828,75791
65829,40000
65830,52717
65831,63170
65832,70859
65833,51626
65834,40000
65835,85629
65836,40121
65837,40000
65838,40000
65839,51247
65840,43394
65841,40000
65842,67655
65843,40000
65844,40000
65845,62697
65846,40000
65847,73261
65848,40000
65849,71398
65850,40000
65851,45782
65852,78842
65853,57915
65854,40000
65855,40000
65856,45360
65857,70525
65858,40189
65859,50534
65860,40000
65861,49396
65862,63909
65863,55896
65864,86621
65865,44606
65866,40000
65867,85417
65868,51306
65869,45163
65870,46001
65871,40000
65872,52924
65873,40000
65874,52097
65875,40000
65876,74425
65877,40000
65878,40000
65879,52558
65880,40000
65881,40000
65882,42349
65883,93721
65884,52164
65885,75423
65886,40000
